id,code,AggIndex,SMILES,inventor,color_in_powder,patent,reference,molecular_weight,absorption,emission_sol,emission_solid,emission_aggr,emission_crys,qy_sol,qy_solid,qy_aggr,qy_crys,tau_sol,tau_solid,tau_aggr,tau_crys,features_id,mechanism_id,photostability,solubility_carbohyd,solubility_dmsodmf,solubility_enol,solubility_halogen,solubility_mecnacetone,solubility_thfea,solubility_toluene,solubility_water,corresponding_author,molar_aggr,molar_crys,molar_sol,molar_solid,thermostability,report_year,application1,application2,application3,application4,pka,comment,doi,tested_solvent
2179,TCTA-BP-PXZ,,O=C(C1=CC(C(C=CC=C2)=C2N3C4=CC=C(N(C5=CC=C(N6C(C=CC=C7)=C7C8=C6C=CC=C8)C=C5)C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C4)=C3C=C1)C%13=CC=C(N%14C(C=CC=C%15)=C%15OC%16=C%14C=CC=C%16)C=C%13,Liu Huijun,yellow,,"Organic Electronics, 2021, 99: 106339.",1025,340,,529,,,4.9,53.5,,,3.6,435.8,,,AIDF,other,1,,,0,1,,1,0,0,ZHAO Zujin,,,,,1,2021,OLED,,,,,,10.1016/j.orgel.2021.106339,THF
2180,TCTA-BP-DMAC,,O=C(C1=CC(C(C=CC=C2)=C2N3C4=CC=C(N(C5=CC=C(N6C(C=CC=C7)=C7C8=C6C=CC=C8)C=C5)C9=CC=C(N%10C(C=CC=C%11)=C%11C%12=C%10C=CC=C%12)C=C9)C=C4)=C3C=C1)C%13=CC=C(N%14C(C=CC=C%15)=C%15C(C)(C)C%16=C%14C=CC=C%16)C=C%13,Huijun Liu ,yellow,,"OrganicElectronics,2021,99:106339.",1051,341,558,491,555,,7.2,57.6,,,36.9,1776.3,,,AIDF,other,1,,0,0,1,,1,0,0,ZHAO Zujin,,,,,1,2021,OLED,,,,,,10.1016/j.orgel.2021.106339,THF
2181,f-TPE-BPy,,C(/C1=C(C2=CC=NC=C2)C=CC=C1)(C3=CC=CC=C3)=C(C4=CC=CC=C4C5=CC=NC=C5)C6=CC=CC=C6,Zeyan Zhuang,yellow,,"Chem.Commun.,2016,52,10842-10845",487,318,477,474,,472,34,50,,45,4.8,7.5,,7,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,9550,,,2016,optoelectronic devices,,,,,,10.1039/c6cc04233c,THF
2182,DPS-PXZ,,O=S(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)(C5=CC=C(N6C(C=CC=C7)=C7OC8=C6C=CC=C8)C=C5)=O,Shifeng Gan,yellow,,"J.Mater.Chem.C,2016,4,3705-3708",580,385,,535,535,,3.1,16.3,,,800,,,,AIDF,neutral aromatic,1,0,0,0,1,0,1,1,0,ZHAO Zujin,,,,,1,2016,OLED,,,,7,,10.1039/c5tc03588k,THF
2183,f-TPE-BPSMe,,CSc1ccc(cc1)c2ccccc2/C(c3ccccc3)=C(c4ccccc4)c5ccccc5c6ccc(SC)cc6,Zeyan Zhuang,white,,"Chem.Commun.,2016,52,10842-10845",576,282,484,470,,477,23,52,,36,2.4,4.6,,4.4,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,38000,,,2016,optoelectronic devices,,,,,,10.1039/c6cc04233c,THF
2184,DBTO-PXZ,,O=S1(C2=CC=C(N3C(C=CC=C4)=C4OC5=C3C=CC=C5)C=C2C6=C1C=CC(N7C(C=CC=C8)=C8OC9=C7C=CC=C9)=C6)=O,Shifeng Gan,yellow,,"J.Mater.Chem.C,2016,4,3705-3708",578,405,,569,569,,1,6.7,,,700,,,,AIDF,neutral aromatic,1,0,0,0,1,0,1,1,0,ZHAO Zujin,,,,,1,2016,OLED,,,,7,,10.1039/c5tc03588k,THF
2185,f-TPE-BPOMe,,COc1ccc(cc1)c2ccccc2/C(c3ccccc3)=C(c4ccccc4)c5ccccc5c6ccc(OC)cc6,Zeyan Zhuang,white,,"Chem.Commun.,2016,52,10842-10845",544,320,490,462,,472,19,41,,28,4,5.8,,6.3,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,10400,,,2016,optoelectronic devices,,,,,,10.1039/c6cc04233c,THF
2186,DPS-PTZ,,O=S(C1=CC=C(N2C(C=CC=C3)=C3SC4=C2C=CC=C4)C=C1)(C5=CC=C(N6C(C=CC=C7)=C7SC8=C6C=CC=C8)C=C5)=O,Shifeng Gan,yellow,,"J.Mater.Chem.C,2016,4,3705-3708",612,318,,519,519,,1.6,20.3,,,52300,,,,AIDF,neutral aromatic,1,0,0,0,1,0,1,1,0,ZHAO Zujin,,,,,1,2016,OLED,,,,7,,10.1039/c5tc03588k,THF
2187,DBTO-PTZ,,O=S1(C2=CC=C(N3C(C=CC=C4)=C4SC5=C3C=CC=C5)C=C2C6=C1C=CC(N7C(C=CC=C8)=C8SC9=C7C=CC=C9)=C6)=O,Shifeng Gan,yellow,,"J.Mater.Chem.C,2016,4,3705-3708",610,330,,563,563,,1.2,10.7,,,2300,,,,AIDF,neutral aromatic,1,0,0,0,1,0,1,1,0,ZHAO Zujin,,,,,1,2016,OLED,,,,7,,10.1039/c5tc03588k,THF
2188,f-TPE-BPF,,Fc1ccc(cc1)c2ccccc2/C(c3ccccc3)=C(c4ccccc4)c5ccccc5c6ccc(F)cc6,Zeyan Zhuang,white,,"Chem.Commun.,2016,52,10842-10845",520,318,483,466,,450,30,55,,47,4.5,6.6,,7.3,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,9550,,,2016,optoelectronic devices,,,,,,10.1039/c6cc04233c,THF
2189,f-4Ph-4SMe,,CSc1ccc(c2ccc(c3c(/C(C4=CC=CC=C4)=C(C5=CC=CC=C5)c6c(c7ccc(c8ccc(SC)cc8)cc7)ccc(c9ccc(SC)cc9)c6)cc(c%10ccc(SC)cc%10)cc3)cc2)cc1,Pingchuan Shen,green,,"Angew.Chem.Int.Ed.2020,59,4581-4588",973,311,503,,,,,,,,,,,,AIE,other,1,,1,0,1,0,1,1,0,Zhao Zujin,,,,,,2020,single-molecule devices,,,,,,10.1002/anie.202000061,THF
2190,BP-2PXZ,,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC=C(N6C(C=CC=C7)=C7OC8=C6C=CC=C8)C=C5,Shifeng Gan,yellow,,"Mater.Chem.Front.,2017,1,2554-2558",544,398,,558,558,,0.9,20.3,,,160,,,,AIDF,neutral aromatic,1,0,0,0,1,0,1,1,0,ZHAO Zujin,,,,,1,2017,Cell imaging,fluorescence lifetime imaging,,,7,,10.1039/c7qm00286f,THF
2191,BP-PXZ,,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC=CC=C5,Shifeng Gan,yellow,,"Mater.Chem.Front.,2017,1,2554-2558",363,390,,546,546,,0.4,13.6,,,250,,,,AIDF,neutral aromatic,1,0,0,0,1,0,1,1,0,ZHAO Zujin,,,,,1,2017,Cell imaging,fluorescence lifetime imaging,,,7,,10.1039/c7qm00286f,THF
2192,BP-2PTZ,,O=C(C1=CC=C(N2C(C=CC=C3)=C3SC4=C2C=CC=C4)C=C1)C5=CC=C(N6C(C=CC=C7)=C7SC8=C6C=CC=C8)C=C5,Shifeng Gan,yellow,,"Mater.Chem.Front.,2017,1,2554-2558",576,339,,551,551,,0.8,24.1,,,310,,,,AIDF,neutral aromatic,1,0,0,0,1,0,1,1,0,ZHAO Zujin,,,,,1,2017,Cell imaging,fluorescence lifetime imaging,,,7,,10.1039/c7qm00286f,THF
2193,f-4Ph-2SMe-A,,CSc1ccc(c2ccc(c3ccc(c4ccc(SC)cc4)cc3/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)c7cc(c8ccccc8)ccc7c9ccc(c%10ccccc%10)cc9)cc2)cc1,Pingchuan Shen,green,,"Angew.Chem.Int.Ed.2020,59,4581-4588",881,302,500,,,,,,,,,,,,AIE,ESIPT,,,1,0,1,0,1,1,0,ZHAO Zujin,,,,,,2020,single-molecule devices,,,,,,10.1002/anie.202000061,THF
2194,f-4Ph-2SMe-B,,CSc1ccc(c2ccc(c3ccc(c4ccccc4)cc3/C(C5=CC=CC=C5)=C(C6=CC=CC=C6)c7cc(c8ccccc8)ccc7c9ccc(c%10ccc(SC)cc%10)cc9)cc2)cc1,Pingchuan Shen,green,,"Angew.Chem.Int.Ed.2020,59,4581-4588",881,306,502,,,,,,,,,,,,AIE,other,,,1,0,1,0,1,1,0,ZHAO Zujin,,,,,,2020,single-molecule devices,,,,,,10.1002/anie.202000061,THF
2195,BP-PTZ,,O=C(C1=CC=C(N2C(C=CC=C3)=C3SC4=C2C=CC=C4)C=C1)C5=CC=CC=C5,Shifeng Gan,yellow,,"Mater.Chem.Front.,2017,1,2554-2558",379,336,,544,544,,0.9,20.8,,,1060,,,,AIDF,neutral aromatic,1,0,0,0,1,0,1,1,0,ZHAO Zujin,,,,,1,2017,Cell imaging,fluorescence lifetime imaging,,,7,,10.1039/c7qm00286f,THF
2196,f-Pn-6QL,,C12=C(C3=CC(C=CC=N4)=C4C=C3)C(C5=CC=C(N=CC=C6)C6=C5)=C(C=CC=C7)C7=C1C=CC=C2,Pingchuan Shen,green,No. 202111678207.0,"Adv.Sci.2022,2200374",433,320,375,374,,,,,,,,,,,other,other,1,0,0,0,1,0,0,1,0,ZHAO Zujin,,,,,1,2022,electron transport materials,,,,,,10.1002/advs.202200374,THF
2197,f-Pn-3QL,,C12=C(C3=CC(C=CC=C4)=C4N=C3)C(C5=CN=C(C=CC=C6)C6=C5)=C(C=CC=C7)C7=C1C=CC=C2,Pingchuan Shen,green,No. 202111678207.0,"Adv.Sci.2022,2200374",433,320,387,383,,,,,,,,,,,AIE,other,1,,0,0,1,0,1,1,0,ZHAO Zujin,,,,,1,2022,electron transport materials,,,,,,10.1002/advs.202200374,THF
2198,l-Pn-6QL,,C1(C=C(C2=CC=C(N=CC=C3)C3=C2)C=C4)=C4C(C=CC(C5=CC=C(N=CC=C6)C6=C5)=C7)=C7C=C1,Pingchuan Shen,green,,"Adv.Sci.2022,2200374",433,338,382,406,,,,,,,,,,,other,other,1,0,0,0,1,0,0,0,0,ZHAO Zujin,,,,,1,2022,electron transport materials,dual emission in film,,,,,10.1002/advs.202200374,THF
2199,l-Pn-3QL,,C1(C=C(C2=CN=C(C=CC=C3)C3=C2)C=C4)=C4C(C=CC(C5=CN=C(C=CC=C6)C6=C5)=C7)=C7C=C1,Pingchuan Shen,green,,"Adv.Sci.2022,2200374",433,338,382,452,,,,,,,,,,,other,other,1,0,0,0,1,0,0,0,0,ZHAO Zujin,,,,,1,2022,electron transport materials,,,,,,10.1002/advs.202200374,THF
2200,f-TPE-Py,,C(/C1=CC=CC=C1)(c2ccccc2c3ccncc3)=C(C4=CC=CC=C4)c5c(c6ccncc6)cccc5,Pingchuan Shen,green,,"J.Phys.Chem.Lett.2019,10,2648-2656",486,307,476,466,,,34.4,49,,,5.46,6.9,,,AIE,other,,,1,0,1,0,1,1,0,ZHAO Zujin,,,,,,2019,None ,,,,,could be used in bio-imaging,10.1021/acs.jpclett.9b01040,"1,4-Dioxane"
2201,f-TPE-PPy,,C(/C1=CC=CC=C1)(c2ccccc2c3ccc(c4ccncc4)cc3)=C(C5=CC=CC=C5)c6c(c7ccc(c8ccncc8)cc7)cccc6,Pingchuan Shen,green,,"J.Phys.Chem.Lett.2019,10,2648-2656",638,280,488,470,,,43.4,43,,,5.95,5.6,,,AIE,other,,,1,0,1,0,1,1,0,ZHAO Zujin,,,,,,2019,None ,,,,,could be used in bio-imaging,10.1021/acs.jpclett.9b01040,"1,4-Dioxane"
2202,f-TPE-PyH,,C(/C1=CC=CC=C1)(c2ccccc2c3cc[nH+]cc3)=C(C4=CC=CC=C4)c5c(c6cc[nH+]cc6)cccc5.[Cl-].[Cl-],Pingchuan Shen,yellow,,"J.Phys.Chem.Lett.2019,10,2648-2656",559,271,529,536,,,28.3,20,,,12.04,13.6,,,AIE,ICT,,,1,1,1,1,1,1,0,ZHAO Zujin,,,,,,2019,None ,,,,,could be used in bio-imaging,10.1021/acs.jpclett.9b01040,"1,4-Dioxane"
2203,f-TPE-Fu,,C(/C1=C(C2=CC=CO2)C=CC=C1)(C3=CC=CC=C3)=C(C4=CC=CC=C4C5=CC=CO5)C6=CC=CC=C6,Zeyan Zhuang,yellow,,"CCSChem.2022,4,286-303",464,274,504,469,483,,7.1,19.7,,,3.2,2.6,,,AIE,other,1,,1,1,1,1,1,1,0,ZHAO zujin,,,45600,,1,2021,biotechnologic applications,,,,,,10.31635/ccschem.021.202000677,THF
2204,f-TPE-PPyH,,C(/C1=CC=CC=C1)(c2ccccc2c3ccc(c4cc[nH+]cc4)cc3)=C(C5=CC=CC=C5)c6c(c7ccc(c8cc[nH+]cc8)cc7)cccc6.[Cl-].[Cl-],Pingchuan Shen,green,,"J.Phys.Chem.Lett.2019,10,2648-2656",711,313,548,549,,,9.5,1,,,3.3,6.1,,,AIE,ICT,,,1,1,1,1,1,1,0,ZHAO Zujin ,,,,,,2019,None ,,,,,could be used in bio-imaging,10.1021/acs.jpclett.9b01040,"1,4-Dioxane"
2205,l-TPE-PyH,,C(/c1ccc(c2cc[nH+]cc2)cc1)(C3=CC=CC=C3)=C(C4=CC=CC=C4)c5ccc(c6cc[nH+]cc6)cc5.[Cl-].[Cl-],Pingchuan Shen,yellow,,"J.Phys.Chem.Lett.2019,10,2648-2656",559,364,523,,,,4.7,,,,1.21,,,,AIE,ICT,,,1,1,1,1,1,1,0,ZHAO Zujin,,,,,,2019,None ,,,,,could be used in bio-imaging,10.1021/acs.jpclett.9b01040,"1,4-Dioxane"
2206,PPyH,,c1(c2ccc(c3cc[nH+]cc3)cc2)ccccc1.[Cl-],Pingchuan Shen,white,,"J.Phys.Chem.Lett.2019,10,2648-2656",267,318,416,,,,,,,,,,,,other,other,1,,1,0,1,1,1,1,0,ZHAO Zujin,,,,,1,2019,none,,,,,,10.1021/acs.jpclett.9b01040,THF
2207,f-TPE-Th,,C(/C1=C(C2=CC=CS2)C=CC=C1)(C3=CC=CC=C3)=C(C4=CC=CC=C4C5=CC=CS5)C6=CC=CC=C6,Zeyan Zhuang,white,,"CCSChem.2022,4,286-303",496,275,498,476,473,,1.8,4.8,,,1.2,1.3,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,51000,,,2021,biotechnologic applications,,,,,,10.31635/ccschem.021.202000677,THF
2208,f-TPE-[2]BTh,,C(/C1=C(C2=CC(C=CC=C3)=C3S2)C=CC=C1)(C4=CC=CC=C4)=C(C5=CC=CC=C5C6=CC(C=CC=C7)=C7S6)C8=CC=CC=C8,Zeyan Zhuang,white,,"CCSChem.2022,4,286-303",596,295,476,462,470,,2.1,6.8,,,1.2,1.3,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,50600,,,2021,biotechnologic applications,,,,,,10.31635/ccschem.021.202000677,THF
2209,f-TPE-[2]BFu,,C(/C1=C(C2=CC(C=CC=C3)=C3O2)C=CC=C1)(C4=CC=CC=C4)=C(C5=CC=CC=C5C6=CC(C=CC=C7)=C7O6)C8=CC=CC=C8,Zeyan Zhuang,,,"CCSChem.2022,4,286-303",564,295,502,454,469,,3.4,12.3,,,3,2,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,52800,,,2021,biotechnologic applications,,,,,,10.31635/ccschem.021.202000677,THF
2210,f-TPE-PFu,,C(/C1=C(C2=CC=C(C3=CC=CO3)C=C2)C=CC=C1)(C4=CC=CC=C4)=C(C5=CC=CC=C5C6=CC=C(C7=CC=CO7)C=C6)C8=CC=CC=C8,Zeyan Zhuang,white,,"CCSChem.2022,4,286-303",616,302,492,473,480,,33.4,41.5,,,7.5,6.6,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,75500,,,2021,biotechnologic applications,,,,,,10.31635/ccschem.021.202000677,THF
2211,f-TPE-PTh,,C(/C1=C(C2=CC=C(C3=CC=CS3)C=C2)C=CC=C1)(C4=CC=CC=C4)=C(C5=CC=CC=C5C6=CC=C(C7=CC=CS7)C=C6)C8=CC=CC=C8,Zeyan Zhuang,white,,"CCSChem.2022,4,286-303",648,304,491,472,476,,32.6,37.7,,,7.2,6.9,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,90500,,,2021,biotechnologic applications,,,,,,10.31635/ccschem.021.202000677,THF
2212,f-TPE-[5]BFu,,C(/C1=C(C2=CC(C=CO3)=C3C=C2)C=CC=C1)(C4=CC=CC=C4)=C(C5=CC=CC=C5C6=CC(C=CO7)=C7C=C6)C8=CC=CC=C8,Zeyan Zhuang,white,,"CCSChem.2022,4,286-303",564,325,483,464,475,,19.4,30.1,,,5,6.1,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,12800,,,2021,biotechnologic applications,,,,,,10.31635/ccschem.021.202000677,THF
2213,f-TPE-[5]BTh,,C(/C1=C(C2=CC(C=CS3)=C3C=C2)C=CC=C1)(C4=CC=CC=C4)=C(C5=CC=CC=C5C6=CC(C=CS7)=C7C=C6)C8=CC=CC=C8,Zeyan Zhuang,white,,"CCSChem.2022,4,286-303",596,324,487,473,480,,20.5,30.8,,,5.2,6,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,12400,,,2021,biotechnologic applications,,,,,,10.31635/ccschem.021.202000677,THF
2214,α-TPA-PIO,,O=P1(OCC)C(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=C(C5=CC=NC=C5)C6=CC=CC=C61,Zeyan Zhuang,yellow,2.01911E+12,"Chem.Sci.,2020,11,3405–3417",514,411,563,573,576,,44.6,33.7,44.8,,,,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,17600,,,2020,cell imaging,anticancer (photodynamic therapy),,,,,10.1039/d0sc00785d,THF
2215,β-TPA-PIO,,O=P1(OCC)C(C2=CC=NC=C2)=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)C6=CC=CC=C61,Zeyan Zhuang,yellow,2.01911E+12,"Chem.Sci.,2020,11,3405–3417",514,393,560,560,563,,12.2,15.3,8.6,,,,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,7600,,,2020,cell imaging,anticancer (photodynamic therapy),,,,,10.1039/d0sc00785d,THF
2216,3-CCP-BP-PXZ,,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=CC=C(Cl)C=C86,Jingwen Xu ,yellow,,"ACSMaterialsLett.2019,1,613−619",563,327,575,541,535,,3,73,,,11.7,199,,,AIDF,other,1,,1,,1,,1,1,0,"Zhao Zujin, Tang Ben Zhong",,,,,1,2019,OLED,,,,7,,10.1021/acsmaterialslett.9b00369,THF
2217,9-CCP-BP-PXZ,,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=C(Cl)C=C7)C8=CC=CC=C86,Jingwen Xu ,yellow,,"ACSMaterialsLett.2019,1,613−619",563,328,571,543,535,,2.8,70.4,,,10.3,188,,,AIDF,other,1,,1,,1,,1,1,0,"Zhao Zujin, Tang Ben Zhong",,,,,1,2019,OLED,,,,7,,10.1021/acsmaterialslett.9b00369,THF
2218,(o-DMP)2PIO,,O=P1(C2=CC=CC=C2)C(C3=C(C)C=CC=C3C)=C(C4=C(C)C=CC=C4C)C5=CC=CC=C51,Zeyan Zhuang,white,,"J.Mater.Chem.C,2017,5,1836-1842",434,321,425,418,423,,15.7,45,,,2.28,4.96,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,9000,,,2017,OLED,,,,,,10.1039/c6tc05591e,THF
2219,3-CCP-BP-PXZ,,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=CC=C7)C8=CC=C(Cl)C=C86,Jingwen Xu ,yellow,,"ACSMaterialsLett.2019,1,613−619",563,327,575,541,541,,3,73,,,,,,,AIDF,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2019,OLED,,,,7,,10.1021/acsmaterialslett.9b00369,THF
2220,(p-BP)2PIO,,O=P1(C2=CC=CC=C2)C(C3=CC=C(C4=CC=CC=C4)C=C3)=C(C5=CC=C(C6=CC=CC=C6)C=C5)C7=CC=CC=C71,Zeyan Zhuang,yellow,,"J.Mater.Chem.C,2017,5,1836-1842",530,360,486,492,495,,9.3,89.4,,,1.13,4.73,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,64000,,,2017,OLED,,,,,,10.1039/c6tc05591e,THF
2221,"3,9-CCP-BP-PXZ",,O=C(C1=CC=C(N2C(C=CC=C3)=C3OC4=C2C=CC=C4)C=C1)C5=CC6=C(C=C5)N(C7=CC=C(Cl)C=C7)C8=CC=C(Cl)C=C86,Jingwen Xu ,yellow,,"ACSMaterialsLett.2019,1,613−619",597,326,576,536,540,,2.7,72.6,,,3.9,112,,,AIDF,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2019,OLED,,,,6.999,,10.1021/acsmaterialslett.9b00369,THF
2222,(m-BP)2PIO,,O=P1(C2=CC=CC=C2)C(C3=CC=CC(C4=CC=CC=C4)=C3)=C(C5=CC=CC(C6=CC=CC=C6)=C5)C7=CC=CC=C71,Zeyan Zhuang,yellow,,"J.Mater.Chem.C,2017,5,1836-1842",530,345,455,460,464,,3.6,42.4,,,1.08,4.91,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,20000,,,2017,OLED,,,,,,10.1039/c6tc05591e,THF
2223,2BrCzPN,,BrC(C=C1)=CC2=C1N(C3=C2C=CC=C3)C4=CC(C#N)=C(C#N)C=C4N5C(C=CC(Br)=C6)=C6C7=C5C=CC=C7,Shifeng Gan,green,,"ACSAppl.Mater.Interfaces2018,10,17327-17334",616,366,495,490,494,,5.7,54.3,9.6,,6800,84500,7800,,AIDF,TICT,1,0,0,0,1,0,1,1,0,ZHAO Zujin,,,,,1,2018,OLED,,,,7,,10.1021/acsami.8b05389,THF
2224,PIPD-MP-DPA,,CC1=CC(C2=NC3=CN=CC=C3N2C4=CC=CC=C4)=CC=C1N(C5=CC=CC=C5)C6=CC=CC=C6,Jingwen Xu ,white,,"Adv.OpticalMater.2021,9,2001840",452,349,446,446,525,,73.5,48,,,,,,,other,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2021,OLED,,,,7,,10.1002/adom.202001840,THF
2225,(o-BP)2PIO,,O=P1(C2=CC=CC=C2)C(C3=C(C4=CC=CC=C4)C=CC=C3)=C(C5=CC=CC=C5C6=CC=CC=C6)C7=CC=CC=C71,Zeyan Zhuang,white,,"J.Mater.Chem.C,2017,5,1836-1842",530,331,465,458,461,,34.9,53.4,,,7.53,9.78,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,4000,,,2017,OLED,,,,,,10.1039/c6tc05591e,THF
2226,BrCzCzPN,,BrC(C=C1)=CC2=C1N(C3=C2C=CC=C3)C4=CC(C#N)=C(C#N)C=C4N5C(C=CC=C6)=C6C7=C5C=CC=C7,Shifeng Gan,green,,"ACSAppl.Mater.Interfaces2018,10,17327-17334",537,366,502,481,500,,6.1,55.5,14.2,,3400,78200,6300,,AIDF,TICT,1,0,0,0,1,0,1,1,0,ZHAO Zujin,,,,,1,2018,OLED,,,,7,,10.1021/acsami.8b05389,THF
2227,PIPD-MP-IMDB,,CC1=CC(C2=NC3=CN=CC=C3N2C4=CC=CC=C4)=CC=C1N5C(C=CC=C6)=C6CCC7=C5C=CC=C7,Jingwen Xu ,white,,"Adv.OpticalMater.2021,9,2001840",478,338,458,447,521,,44.7,45.2,,,,,,,other,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2021,OLED,,,,7,,10.1002/adom.202001840,THF
2228,PIPD-MP-DMAC,,CC1=CC(C2=NC3=CN=CC=C3N2C4=CC=CC=C4)=CC=C1N(C5=C6C=CC=C5)C7=C(C6(C)C)C=CC=C7,Jingwen Xu ,white,,"Adv.OpticalMater.2021,9,2001840",492,287,473,451,460,,7.2,15,,,,,,,other,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2021,OLED,,,,7,,10.1002/adom.202001840,THF
2229,2CzPN,,N#CC1=C(C#N)C=C(N2C(C=CC=C3)=C3C4=C2C=CC=C4)C(N5C(C=CC=C6)=C6C7=C5C=CC=C7)=C1,Shifeng Gan,green,,"ACSAppl.Mater.Interfaces2018,10,17327-17334",458,368,501,474,474,,12.5,60,17.8,,,25900,,,AIDF,TICT,1,0,0,0,1,0,1,1,0,ZHAO Zujin,,,,,1,2018,OLED,,,,7,,10.1021/acsami.8b05389,THF
2230,(TPA)2PIO,,O=P1(C2=CC=CC=C2)C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)=C(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)C9=CC=CC=C91,Zeyan Zhuang,orange,,"J.Mater.Chem.C,2017,5,1836-1842",712,410,543,553,559,,43.6,68.1,,,4.19,6.09,,,AIE,other,,,1,1,1,1,1,1,0,ZHAO zujin,,,1900,,1,2017,organic light emitting diode,,,,,,10.1039/c6tc05591e,THF
2231,PIPD-MP-DPAC,,CC1=CC(C2=NC3=CN=CC=C3N2C4=CC=CC=C4)=CC=C1N(C5=C6C=CC=C5)C7=C(C6(C8=CC=CC=C8)C9=CC=CC=C9)C=CC=C7,Jingwen Xu ,white,,"Adv.OpticalMater.2021,9,2001840",616,290,453,430,508,,8.3,17.5,,,,,,,other,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2021,OLED,,,,7,,10.1002/adom.202001840,THF
2232,(TPAP)2PIO,,O=P1(C2=CC=CC=C2)C(C3=CC=C(C4=CC=C(N(C5=CC=CC=C5)C6=CC=CC=C6)C=C4)C=C3)=C(C7=CC=C(C8=CC=C(N(C9=CC=CC=C9)C%10=CC=CC=C%10)C=C8)C=C7)C%11=CC=CC=C%111,Zeyan Zhuang,orange,,"J.Mater.Chem.C,2017,5,1836-1842",864,370,550,544,551,,93.3,56.4,,,4.96,8.35,,,ACQ,TICT,,,1,1,1,1,1,1,0,ZHAO zujin,,,3300,,1,2017,organic light emitting diode,,,,,,10.1039/c6tc05591e,THF
2233,PDAD-DMAC,,O=C1C2=C(C=C(N3C(C=CC=C4)=C4C(C)(C)C5=C3C=CC=C5)C=C2)N(C6=CC=CN=C6)C7=CC=CC=C71,Jingwen Xu,green,,"J.Mater.Chem.C,2021,9,15505–15510",479,389,524,514,502,,26.5,71.2,,,,,,,other,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2021,OLED,,,,7,,10.1039/d1tc03937g,THF
2234,PDAD-DPAC,,O=C1C2=C(C=C(N3C(C=CC=C4)=C4C(C5=CC=CC=C5)(C6=CC=CC=C6)C7=C3C=CC=C7)C=C2)N(C8=CC=CN=C8)C9=CC=CC=C91,Jingwen Xu,green,,"J.Mater.Chem.C,2021,9,15505–15510",603,390,503,482,480,,30.8,12.9,,,,,,,other,other,1,,1,,1,,1,1,0,Zhao Zujin,,,,,1,2021,OLED,,,,7,,10.1039/d1tc03937g,THF
